,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.45191189498208467,0.3792681467634802,0.5709324274545766,0.7566780676900479,1.2048947913513501,0.01853401699009761,0.020889500343126793,0.017511769504419687,0.015818420855237686,0.013196519059009563,"[2000, 2000]",0.001,relu
1,0.45304810055959355,0.4805443800039305,0.7031268277619429,0.9479606625187185,1.2438493212335755,0.051105254289821635,0.048874993003580704,0.047226310308764216,0.04027236592844628,0.03543881797282009,"[2000, 2000]",0.0035037593984962407,relu
2,0.26925814639537515,0.51513995973887,0.799088052821571,0.8158008662925572,1.1593391237919188,0.07558259935361435,0.06925390771240066,0.06888669799253422,0.05848983463504971,0.06016648044817427,"[2000, 2000]",0.0060075187969924814,relu
3,0.3560478651827698,0.5400570086183174,0.6180652802692947,0.8490687661415236,1.0512596566800914,0.10225996397659466,0.08602139857181598,0.08269474508871806,0.07989515113274058,0.0762196586966455,"[2000, 2000]",0.008511278195488723,relu
4,0.5074703181865524,0.5069224698005101,0.7080851495949159,0.8555860038216307,1.035806209519734,0.11522541761308246,0.12218848436187948,0.09190749676689444,0.08899095373534807,0.09089790662879359,"[2000, 2000]",0.011015037593984964,relu
5,0.4939389177759863,0.6242653865930204,0.8514924241702387,0.9498401907715246,0.9286483033954589,0.12343673020761708,0.1299821145799101,0.11557734581046224,0.09535753263686088,0.10343228486710372,"[2000, 2000]",0.013518796992481204,relu
6,0.46216148408310265,0.5538621155857454,0.5297043489829267,0.6482490103420334,1.1841866617349364,0.13758022306173845,0.14989079424109633,0.12371395078217054,0.12030656602421945,0.10992785090138987,"[2000, 2000]",0.016022556390977445,relu
7,0.4262347620457866,0.6326554381521855,0.8425858414163239,0.8290206519667485,1.063826744036419,0.17351297484467548,0.17143443450508677,0.1530303919370401,0.15386042067395972,0.14592549416901598,"[2000, 2000]",0.018526315789473686,relu
8,0.5052753408433328,0.6709077935863493,0.7316182858215197,0.6746436942322882,0.9757028309263596,0.1785995161527467,0.16105950816557676,0.14567922437868186,0.15733717619434268,0.14467913639269028,"[2000, 2000]",0.021030075187969927,relu
9,0.5337049951225223,0.40292783074095057,0.7678256292286197,0.795435412071511,0.8490779786935011,0.17232864803987327,0.17207360149958134,0.1449143358452281,0.15044649905562743,0.12770464768321946,"[2000, 2000]",0.023533834586466167,relu
