Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time,Validation foldN _0,Validation foldN _1,Validation foldN _2,Validation foldN _3,Validation foldN _4,Training foldN _0,Training foldN _1,Training foldN _2,Training foldN _3,Training foldN _4
Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time
1.7263308240951871,0.634947782380162,0.9356438377286345,0.0742743660416789,56.84210526315789,0.001,scale,0,rbf,0,1.8871471881866455,1.3157357530342748,1.027584588750917,1.4814186776990543,1.9664360113838593,2.840479089607831,0.9718551995154211,1.0338589040328823,0.9436887024975628,0.9210305843473418,0.8077857982499651
1.7263793061511339,0.6375107775869329,0.930297142800546,0.07434017454402053,57.89473684210526,0.001,scale,0,rbf,0,1.8245465755462646,1.3137074088936562,1.0236245131299357,1.480200918374166,1.971091504254509,2.8432721861034027,0.9662326153672367,1.0286751517775965,0.9388518137880911,0.9153603231839678,0.802365809885838
1.7264356067630273,0.6401360158191767,0.9250783070072842,0.07443818582544211,58.94736842105263,0.001,scale,0,rbf,0,1.8670744895935059,1.3114048407545518,1.0199002016394108,1.4789073357382638,1.975696865749541,2.846268789933369,0.9607055871125108,1.0237416427049546,0.9340727028410198,0.9098062908531477,0.7970653115247878
1.7265607092764885,0.6427330714316489,0.9199163412801961,0.07455391988667197,60.0,0.001,scale,0,rbf,0,1.920546054840088,1.3089588308697413,1.0164167205168038,1.4776185945426192,1.9806086516048993,2.849200748848379,0.9552978232577126,1.0188745739253753,0.9292531959453034,0.904372810570231,0.7917833027023577
1.7265948285599364,0.6323873553810903,0.9410389409513567,0.07414154814106742,55.78947368421053,0.001,scale,0,rbf,0,1.8042619228363037,1.3179471524947182,1.031945237635247,1.4828896757765573,1.9622388140152645,2.8379532628778947,0.9776059171436374,1.0388545801767728,0.9486240133823983,0.9268215363133507,0.8132886577406234
1.727059949627419,0.6297669707105014,0.9465424071496846,0.07402727948616564,54.73684210526316,0.001,scale,0,rbf,0,1.7655339241027832,1.320647697113837,1.0366215288093514,1.484319179858902,1.9581186448547343,2.8355926975002705,0.9834137299669267,1.0439640169650735,0.953795559124015,0.932688038354798,0.8188506913376093
1.7277869114254358,0.6271707691601306,0.9521662578299385,0.073959681490153,53.68421052631579,0.001,scale,0,rbf,0,1.8013460636138916,1.3238500449264352,1.0415360060264502,1.4857734597313574,1.9541944425983977,2.8335806038445384,0.9893181375105466,1.0493470302785626,0.9591555596956627,0.9384746149169665,0.8245359467479537
1.7284127243436942,0.6241633935617144,0.9578406393113926,0.07388138722030109,52.631578947368425,0.001,scale,0,rbf,0,1.7072224617004395,1.3269156131942372,1.0466407163069886,1.4873573247009872,1.9507674765313587,2.8303824909849,0.995290118909873,1.0546781271144678,0.9646198825226359,0.9443887844070661,0.8302262836029208
1.72871209196407,0.620529934569429,0.9636008887685733,0.07383201432300138,51.578947368421055,0.001,scale,0,rbf,0,1.7352027893066406,1.3299712157036994,1.0517520912903124,1.4888758369687447,1.9476313286494706,2.8253299872081223,1.00145525225896,1.0600713881681756,0.9700914752944193,0.9504631321711204,0.8359231959501917
