Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time,Validation foldN _0,Validation foldN _1,Validation foldN _2,Validation foldN _3,Validation foldN _4,Training foldN _0,Training foldN _1,Training foldN _2,Training foldN _3,Training foldN _4
51.51220679133483,2.118539035750721,50.81777401364383,0.8860559259619091,0.01,0.001,scale,0,rbf,0,0.8701889514923096,53.264087532215086,48.16172314445234,49.96327227810458,53.71586334918026,52.45608765272191,49.54301339396763,51.13965823765261,52.20109645354822,50.293820885060626,50.911281097990056
51.51273785796697,2.1188968223749995,50.81768610479452,0.8859456542854588,0.01,0.002,scale,0,rbf,0,0.3586876392364502,53.26449209489248,48.16153806356377,49.96303427722258,53.71551797274179,52.45910688141419,49.543106367484626,51.138176148766846,52.20085015236401,50.293281251507324,50.913016603849755
51.513153820316575,2.118454035479578,50.81776751388001,0.8862050106071513,0.01,0.003,scale,0,rbf,0,0.35668420791625977,53.264897629895806,48.16258859828069,49.96288800453202,53.71325499995651,52.46213986891783,49.54320020958971,51.138946909040364,52.20069878508963,50.2912540035632,50.91473766211711
51.514082300399764,2.118484480593743,50.81824654049671,0.8862429978758855,0.01,0.004,scale,0,rbf,0,0.35602712631225586,53.26530413722509,48.163794655901896,49.96267956325117,53.71345628919919,52.465176856421465,49.543294920282854,51.139932060007396,52.20048309283583,50.29105990897301,50.91646272038445
51.514396201170555,2.1183071712772223,50.818034342428525,0.8874121374725656,0.01,0.005,scale,0,rbf,0,0.3579251766204834,53.26040866568661,48.164610408010965,49.96247198684759,53.71627210138256,52.46821784392507,49.53857812506318,51.14041796925251,52.20026830606091,50.29271553311422,50.918191778651796
51.51534248670002,2.117573147239087,50.818503722722056,0.8883815809331125,0.01,0.006,scale,0,rbf,0,0.3559296131134033,53.25589784285565,48.1675842332081,49.962461243742624,53.719506282265094,52.4712628314287,49.535118986145356,51.14257508766397,52.20027059270391,50.294629110177894,50.919924836919144
51.516098194118,2.1173219077190155,50.81897505574283,0.8889747202850696,0.01,0.007,scale,0,rbf,0,0.3561592102050781,53.2517805101604,48.169292338183304,49.96236184016631,53.72274446314764,52.47431181893234,49.53258565243826,51.14399449968539,52.20008654416248,50.296546687241566,50.92166189518648
51.517652360837545,2.1168140551452344,50.82042886450705,0.8885467979470678,0.01,0.008,scale,0,rbf,0,0.35854339599609375,53.24938203672519,48.172239631344226,49.96328868565216,53.725986644030165,52.47736480643597,49.53410650228651,51.14588972530401,52.20027687718567,50.29846826430522,50.923402953453824
51.519016522376624,2.1177112173307475,50.82131931656606,0.8876858938730771,0.01,0.009000000000000001,scale,0,rbf,0,0.36118626594543457,53.249275184335076,48.17193527755777,49.964217531138,53.729232824912714,52.48042179393959,49.536252973303036,51.14433254622832,52.200469210208865,50.30039384136889,50.92514801172117
51.52023246072967,2.118333329733368,50.821941100579636,0.8874497562126312,0.01,0.01,scale,0,rbf,0,0.3587980270385742,53.24809568462293,48.171952455163165,49.96514837662383,53.73248300579525,52.48348278144323,49.53640748779462,51.14341398345046,52.200663543232054,50.30232341843255,50.92689706998853
5.940320974274316,0.9148870586763946,5.718583880743517,0.18570216146508817,0.1,0.001,scale,0,rbf,0,0.3606891632080078,6.8067556693134925,4.788765182720106,4.857517464542259,6.634995979247969,6.613570575547756,5.407517913174201,5.947654514244326,5.816797417169413,5.792370013768643,5.628579545360998
5.940144038534872,0.9149164616562301,5.71831950135339,0.18557025231588206,0.1,0.002,scale,0,rbf,0,0.3550388813018799,6.807582964394743,4.7888371906915586,4.857122139218112,6.635263384357903,6.611914514012044,5.408297860877702,5.947866914425232,5.816191743741554,5.792221459409173,5.6270195283132916
5.939766366690483,0.9149015053282992,5.717846174840997,0.18564381593247137,0.1,0.003,scale,0,rbf,0,0.3610038757324219,6.8074931703052055,4.788172801610938,4.8571341618121195,6.63632137254277,6.609710327181384,5.408311388020762,5.9472220274726855,5.816067093122783,5.792727635757792,5.624902729830963
5.939342136509465,0.9147600392785049,5.717445702209728,0.185672242393906,0.1,0.004,scale,0,rbf,0,0.35576510429382324,6.807435551371926,4.78822790252585,4.856625764536967,6.636097974246954,6.608323489865631,5.408595246759282,5.9474759744090715,5.815561655121803,5.7922237447908085,5.623371889967676
5.939202525984956,0.9143694076973664,5.717336960373937,0.18557366011156173,0.1,0.005,scale,0,rbf,0,0.3521699905395508,6.808028301326509,4.787850565443631,4.857833947500017,6.635727939006672,6.606571876647954,5.4093859701591205,5.947050772972844,5.816836273009406,5.791733876949603,5.621677908778711
5.939269845449289,0.9143399085773858,5.717333156491106,0.1855355629333309,0.1,0.006,scale,0,rbf,0,0.35686397552490234,6.809174494513897,4.787799038268981,4.858235793533787,6.6362851699102485,6.604854731019534,5.410173217037875,5.947144964646408,5.817181331525054,5.791913624400179,5.620252644846018
5.93939133089968,0.9138420243747082,5.717487329094567,0.1858216427507542,0.1,0.007,scale,0,rbf,0,0.35672450065612793,6.808825533029964,4.788298527061466,4.859200902047598,6.635775456168551,6.604856236190818,5.409936722244577,5.947789107943261,5.818144872358727,5.791270410502941,5.6202955324233255
5.939553174054795,0.9136427224130309,5.717669806403521,0.18574721238095843,0.1,0.008,scale,0,rbf,0,0.35407328605651855,6.8096243208984815,4.788629950390908,4.859778333349577,6.635686600980773,6.604046664654234,5.4106793903062025,5.948039592040747,5.81879497028663,5.791062872246718,5.619772207137304
5.939535323548592,0.9137502007592563,5.7178595107680605,0.18541659150681725,0.1,0.009000000000000001,scale,0,rbf,0,0.351024866104126,6.810029564623969,4.788411639729369,4.859737295647003,6.635654329058316,6.603843788684301,5.411330139445961,5.947892222572542,5.818841727326954,5.7908343323480675,5.6203991321467806
5.93960127404643,0.9135826547482098,5.718076505609067,0.1851945865454171,0.1,0.01,scale,0,rbf,0,0.3508124351501465,6.810090587271798,4.788089055342424,4.860635313053474,6.635118232446368,6.604073182118084,5.411568588614002,5.947482070693846,5.8198697927458305,5.790124353811815,5.621337722179847
2.3246588016247207,0.28324300205075104,2.017947617114655,0.07575011876229629,1,0.001,scale,0,rbf,0,0.39708757400512695,2.1193440144695725,2.10514563221091,2.3600631403527896,2.177527113154889,2.861214107935443,2.095336042108149,2.061377701868954,2.0401092701965413,2.0175295397838724,1.8753855316157597
2.324462517298371,0.2833939307036863,2.017868575602833,0.07572999549562395,1,0.002,scale,0,rbf,0,0.3952786922454834,2.1186959851611746,2.1046283128537286,2.3602647714107543,2.177572037549873,2.8611514795163213,2.095262107915892,2.0613992941219017,2.0399099822399607,2.017396540328796,1.8753749534076132
2.324222908043121,0.28357029488472646,2.0177533374107863,0.07570194465689986,1,0.003,scale,0,rbf,0,0.3911631107330322,2.1181189335009276,2.1040914227885272,2.360143692511736,2.1775756480659068,2.861184843348507,2.095255143527602,2.0613642154687404,2.0395872665972568,2.0171739510914475,1.875386110368884
2.324044056581243,0.2837396567524637,2.0176776902433753,0.07568717924346069,1,0.004,scale,0,rbf,0,0.3909628391265869,2.11753191250258,2.1034338612383867,2.3605379771334545,2.1775997598471317,2.8611167721846615,2.095216830584498,2.061353261776974,2.039396363794581,2.017049527159596,1.875372467901227
2.323858216746527,0.2839675316601553,2.017589645439515,0.07564326201330478,1,0.005,scale,0,rbf,0,0.39728760719299316,2.116889559080544,2.102757816416357,2.3607867711814805,2.177663038730697,2.8611938983235565,2.095225507493494,2.061278842943755,2.0391133194496573,2.0169017384928924,1.8754288188177752
2.3236129265341168,0.28418313758883346,2.0175146208302186,0.07563776670481773,1,0.006,scale,0,rbf,0,0.39520907402038574,2.1163416342173824,2.102044853842484,2.360899544146138,2.177556438921037,2.861222161543543,2.09524242676024,2.0612944365262464,2.0389176598310255,2.0166895111893774,1.8754290698442035
2.3234482440409825,0.284286620745751,2.017453646429133,0.07559091691766005,1,0.007,scale,0,rbf,0,0.39586901664733887,2.1161488307381906,2.1014914210304,2.3608801522380882,2.1775327937703426,2.861188022427889,2.095209769550406,2.061299365394345,2.038704971413113,2.0165477668156226,1.8755063589721792
2.3233348293115474,0.28447015819009613,2.017389406974361,0.07560497183111221,1,0.008,scale,0,rbf,0,0.4057793617248535,2.115718312193585,2.1010106776257116,2.3611814300645046,2.1774882661377877,2.861275460536147,2.0952583015748303,2.0613477217516176,2.038507470893886,2.0163511810950423,1.8754823595564285
2.3231554977543674,0.2847350399882238,2.017304057793228,0.07561693263092886,1,0.009000000000000001,scale,0,rbf,0,0.393996000289917,2.115118580560945,2.100496588722038,2.3614031332665153,2.177295397715352,2.8614637885069856,2.095292381292786,2.0613173220815484,2.0383043176237017,2.016175292338364,1.8754309756297414
2.322942566460557,0.2850042741442304,2.017186322942213,0.07565632868973873,1,0.01,scale,0,rbf,0,0.3961808681488037,2.114677471717842,2.100029228453594,2.3613262019565973,2.1769547320499796,2.8617251981247716,2.095325346903054,2.0612975093064687,2.0380691139322744,2.015934392374185,1.8753052521950828
2.021825111826256,0.3044012518057685,1.4480833837070421,0.057092331704944065,10,0.001,scale,0,rbf,0,0.6147990226745605,1.6442939580299494,1.8189006355574806,2.0623956210330845,2.0346601487661817,2.548875195744584,1.5290266694985755,1.4965042209541888,1.4331310634598118,1.4086633828131445,1.3730915818094902
2.021585785609909,0.3046883407772373,1.4477868073703068,0.05709309898826797,10,0.002,scale,0,rbf,0,0.6036851406097412,1.6438191618103077,1.8182395741039445,2.062405800688258,2.0343480646940244,2.549116326753011,1.5287214554812236,1.4962219489803412,1.4327763628646502,1.4084591120972008,1.3727551574281183
2.02138104166009,0.3049713470147605,1.4475351875715208,0.057105488227408435,10,0.003,scale,0,rbf,0,0.5985901355743408,1.6433892064183568,1.8175767857542946,2.0624518132511525,2.0341152224405095,2.5493721804361353,1.5284816388424716,1.495999623421669,1.4324492821374761,1.4082803647948074,1.3724650286611804
2.021143183632858,0.3052898248544174,1.4472453365022235,0.05710653228665588,10,0.004,scale,0,rbf,0,0.5843901634216309,1.6428877789793905,1.8168345730440405,2.062605895866082,2.0337444605276365,2.549643209747142,1.5281768391849473,1.4957285430156835,1.432103101409859,1.408093318313352,1.3721248805872754
2.0209645581315128,0.30561125247801846,1.4469854186108162,0.057096971927047435,10,0.005,scale,0,rbf,0,0.580183744430542,1.6425942303755103,1.8160168486709931,2.0626299136426525,2.0335335621886816,2.5500482357797263,1.5279248549320992,1.4954417662645139,1.4317778165119723,1.4079242064579203,1.3718584488875745
2.0207923811357555,0.3059168117309705,1.4467268229660335,0.057093042108185506,10,0.006,scale,0,rbf,0,0.5902535915374756,1.642285357107947,1.815280717565032,2.062719614995519,2.0332521432383164,2.5504240727719645,1.5276651330425777,1.4951835425332038,1.4314569187422153,1.4077414762408391,1.3715870442713314
2.020691859011582,0.30626281882116635,1.4464469544445169,0.0570764029908088,10,0.007,scale,0,rbf,0,0.5847222805023193,1.642165937713507,1.8145033228371192,2.062831658793354,2.032923602019356,2.551034773694575,1.5273587382336522,1.4948881031800825,1.4311543149570654,1.4075355440672488,1.3712980717845349
