Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time,Validation foldN _0,Validation foldN _1,Validation foldN _2,Validation foldN _3,Validation foldN _4,Training foldN _0,Training foldN _1,Training foldN _2,Training foldN _3,Training foldN _4
1.165742982071424,0.02131648794925132,0.8883494873185643,0.004984554057448558,16.63157894736842,0.1,0.09210526315789473,0,rbf,0,0.5309667587280273,1.171064202884579,1.1782162687221793,1.1254927318942078,1.1665821049012564,1.1873596019548975,0.8862008448395818,0.888344206335691,0.8970429311326846,0.8884452564320657,0.8817141978527988
1.1662356048765072,0.025032803751984304,0.8789684451869609,0.0057746209827239745,11.421052631578947,0.1,0.11263157894736842,0,rbf,0,0.5000102519989014,1.185154286051813,1.1735293700376301,1.119023870159898,1.1650592510450177,1.1884112470881767,0.8757131896051957,0.8796895848638306,0.8892346154458518,0.8782905147841613,0.8719143212357651
1.1664414614557437,0.02359341175436809,0.8602678549102517,0.004635402624135388,21.842105263157894,0.1,0.09210526315789473,0,rbf,0,0.7977449893951416,1.1772919869386682,1.1792606734795659,1.122298232103445,1.1635829284761088,1.189773486280931,0.8572559689317254,0.8616627937757976,0.868302777498366,0.8594318705709394,0.8546858637744305
1.1689769772350127,0.024916982373472705,0.837902767493652,0.004740374425871892,16.63157894736842,0.1,0.11263157894736842,0,rbf,0,0.5719690322875977,1.1927619116358112,1.1741027036787668,1.1232024554820115,1.1656875141524699,1.189130301226004,0.8340445012234313,0.8391765219943491,0.8461935940057039,0.8373764385565434,0.8327227816882321
1.1690967197504865,0.026440402137845653,0.8379311486435972,0.0054091897582270185,11.421052631578947,0.1,0.13315789473684211,0,rbf,0,0.5179266929626465,1.2006765625507674,1.1679481737378221,1.1228008331454977,1.1663585653892825,1.1876994639290626,0.833969648202792,0.8397857854667159,0.8472286765221873,0.8370622294316793,0.8316094035946117
1.1697196727929686,0.020278748323937085,0.9252763955973397,0.004828133418590186,11.421052631578947,0.1,0.09210526315789473,0,rbf,0,0.48903346061706543,1.1736343052446359,1.1867427595819613,1.1328986770307747,1.1660616694338095,1.1892609526736613,0.9257858915268975,0.9240163719587032,0.9333709262044344,0.9249374483658727,0.9182713399307896
1.1708705348668065,0.022658286243400536,0.8387774085345978,0.0041499836752996256,27.052631578947366,0.1,0.09210526315789473,0,rbf,0,0.6313285827636719,1.1840536564419457,1.183099684902703,1.128592300844359,1.1667742811340658,1.1918327510109592,0.8347249122942725,0.8390737016642443,0.846405221713133,0.8382421553533944,0.8354410516479449
1.172042170849558,0.018645337953423578,0.8714587770916771,0.0039323900488123,37.473684210526315,0.1,0.07157894736842105,0,rbf,0,0.8227050304412842,1.172039757197797,1.1845144767858957,1.136933067493887,1.1765145638722796,1.1902089888979308,0.8691410852093381,0.8722659406848642,0.8785975282315186,0.8701438378858017,0.8671454934468623
1.1720644348703286,0.017933007850919117,0.885958626620905,0.004263945717140513,32.26315789473684,0.1,0.07157894736842105,0,rbf,0,0.617964506149292,1.1683974508832025,1.1870866566922207,1.1402776384349074,1.173627896220398,1.1909325321209152,0.885310429503196,0.8859647003541263,0.8935581566123076,0.8845451544864411,0.8804146921484541
1.172067965678837,0.019458832768464177,0.8594536443831817,0.003853743109389528,42.68421052631579,0.1,0.07157894736842105,0,rbf,0,0.7150726318359375,1.17561707809177,1.183474112299343,1.134576906115195,1.1765896157286697,1.190082116159208,0.8558826690906876,0.8599164968342504,0.8666102961844906,0.858398303135517,0.8564604566709638
