,name,validation Mean Error,validation std Error,Training Mean Error,Training std Error,time
0,2L50,1.0420406470845083,0.01770106786369096,0.9005149702499873,0.011430956755805433,13.711111164093017
1,3L100,1.0278904834245766,0.016393346232245982,0.8850665242488546,0.010661373915109027,18.99032893180847
2,5L500,1.0086457847174763,0.024041762808397905,0.8684568696410034,0.010661373915109027,81.424764585495
