,name,validation Mean Error,validation std Error,Training Mean Error,Training std Error,time
0,5L5000+Dropout(0.8),1.0569718727668678,0.07219965510217899,0.264151034690807,0.051646330583973735,786.0999514579773
1,5L500+Dropout(0.8),1.1476395294235044,0.08198165089713223,0.8768757831502798,0.051231251888644,60.46430330276489
2,5L1000+Dropout(0.8),1.02671588632113,0.066113412098559,0.20681818733709453,0.015705131594860453,1592.0957072257995
