Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time,Validation foldN _0,Validation foldN _1,Validation foldN _2,Validation foldN _3,Validation foldN _4,Training foldN _0,Training foldN _1,Training foldN _2,Training foldN _3,Training foldN _4
Validation mean,Validation deviation,Training mean,Training deviation,C,epsilon,gamma,degree,kernel,coef,time
2.1884426071774996,0.2851045241252721,1.3160457443606766,0.09224554246050883,0.1,0.001,scale,7,poly,1,0.8723976612091064,1.9268744216717018,2.005727336002676,2.6950067329368532,2.0055236377493273,2.3090809075269396,1.3606993392467255,1.2790796403699563,1.166708382177629,1.4454017545588407,1.3283396054502317
2.1889806302967303,0.2862331298011646,1.324622116120548,0.09214868062581914,0.09769230769230769,0.001,scale,7,poly,1,0.8798439502716064,1.9268412489602786,2.009814833162866,2.7001555207640364,2.003897634287698,2.3041939143087715,1.3690191909859275,1.28709148903282,1.1763776354705078,1.4549221564808565,1.3357001086326277
2.189841540833197,0.2877925321296912,1.333341376757324,0.09203613056136885,0.09538461538461539,0.001,scale,7,poly,1,0.8565173149108887,1.9264787257531673,2.0145522144114896,2.7065704975114055,2.002513588401027,2.2990926780888956,1.3774475059441642,1.2950234739903161,1.1862947790322995,1.4645509581862586,1.3433901666335812
2.1909527169371885,0.2895484268225791,1.3423157931910545,0.0919533043042431,0.09307692307692308,0.001,scale,7,poly,1,0.8325903415679932,1.9252751303405677,2.0202223716441643,2.713459852674442,2.0017220916117004,2.294084138415068,1.3859474479999567,1.3032897435774125,1.1963944952106065,1.4745049701988582,1.351442308968439
2.1925536685027804,0.2913887690242839,1.3516565144183674,0.09202999277562655,0.09076923076923077,0.001,scale,7,poly,1,0.8333196640014648,1.9246316229017042,2.025852040555258,2.7207054012778413,2.0014854176703065,2.2900938601087923,1.395073263380072,1.311824380232733,1.2066955174457723,1.485068917279097,1.3596204937541636
2.194802614094694,0.29324750260986604,1.3613169729171624,0.09212364991224248,0.08846153846153847,0.001,scale,7,poly,1,0.8095784187316895,1.9245415504973469,2.032045917474844,2.728410075855416,2.001953147704542,2.287062378941321,1.4045415536921986,1.3207796194781332,1.2172793976526723,1.4959663973300157,1.3680178964327934
2.1974206055540906,0.2949066011201534,1.3712481607677152,0.09242663238463203,0.08615384615384615,0.001,scale,7,poly,1,0.8131809234619141,1.923940367053861,2.038655581724065,2.7358591142463036,2.0041504954895806,2.2844974692566438,1.414432339826272,1.3300110492521635,1.2276554801037447,1.507253178798199,1.376888755858197
2.200420396834891,0.2961808303861138,1.3814843124521548,0.0927969236173701,0.08384615384615385,0.001,scale,7,poly,1,0.7855918407440186,1.9233389793789528,2.045667614011728,2.742976649825284,2.008318901683686,2.281799839274803,1.4244796060232678,1.3397057363751135,1.2382098598144062,1.519013298972108,1.3860130610758785
2.204141988208266,0.2974428279998558,1.392283713887156,0.09304181058050687,0.08153846153846155,0.001,scale,7,poly,1,0.7577004432678223,1.9230173600028615,2.0530175994496456,2.750788939188052,2.014419043157859,2.27946699924291,1.434771298432236,1.350420496051386,1.249365650412443,1.5311684681848983,1.3956926563548173
